level,Topic,Uni,Group,Year,Grade,Host,Location,Topic
优胜奖,基于RFID技术的公交乘客拥挤度确定及电子站牌界面显示设计,西安建筑科技大学,A,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,新秩序公交站台及其配套设计,大连理工大学,A,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,无人机在高速公路应急救援领域应用研究,新乡学院,A,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,大学校园轨道交通规划设计与可行性研究,深圳大学,A,2015,10,华南理工大学,广东广州,和谐交通
一等奖,竖曲线道路会车辅助装置,河海大学,B,2015,10,华南理工大学,广东广州,和谐交通
一等奖,车联网环境下可变行驶方向车道动态控制方法研究,华南理工大学,B,2015,10,华南理工大学,广东广州,和谐交通
二等奖,列车“乘务宝”——便携式列车卧铺票务管理终端,西南交通大学峨眉校区,B,2015,10,华南理工大学,广东广州,和谐交通
二等奖,碟形水下滑翔机的设计与制作,大连海事大学,B,2015,10,华南理工大学,广东广州,和谐交通
二等奖,基于半导体激光吸收光谱技术的酒驾遥测系统研究,哈尔滨工业大学,B,2015,10,华南理工大学,广东广州,和谐交通
二等奖,“星形”同步左转信号控制方案设计及仿真,武汉科技大学,B,2015,10,华南理工大学,广东广州,和谐交通
二等奖,基于RFID技术的智能反向寻车系统研究与开发,重庆交通大学,B,2015,10,华南理工大学,广东广州,和谐交通
二等奖,专用车位短时智能出租系统,山东建筑大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,面向智慧交通的烟雾检测安全云平台构建,华南理工大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,中控节能车库行车引导系统,上海工程技术大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于三维激光扫描技术的道路标线智“绘”系统,北京工业大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,盲人地铁出行辅助系统,南京理工大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于自动车辆定位系统及自动付费系统的公交智能调度系统,大连理工大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于车联网的交叉口汽车防抢行监控预警系统,吉林大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于智能移动端的驾驶员手持电话行为预防控制软件设计,西藏大学,B,2015,10,华南理工大学,广东广州,和谐交通
三等奖,高速公路循迹警示装置,河南理工大学,B,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,基于闭环控制的CNG发动机点火提前器设计说明书,华南农业大学,B,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,基于风速检测的高速铁路预警系统,南京理工大学,B,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,一种夜间路段行人过街安全提示系统,河南城建学院,B,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,基于CSS射频技术的车辆定位系统开发,广州大学,B,2015,10,华南理工大学,广东广州,和谐交通
一等奖,驾驶分心检测装置的设计及应用,北京理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
一等奖,生命的彩虹——浮空式应急救援通道,解放军理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
二等奖,基于空气伞原理的铁路道岔防雪系统,西南交通大学,C,2015,10,华南理工大学,广东广州,和谐交通
二等奖,铁路铁轨扣件螺母松动警示装置,中南大学,C,2015,10,华南理工大学,广东广州,和谐交通
二等奖,公交车扶手的人性化设计,华中科技大学,C,2015,10,华南理工大学,广东广州,和谐交通
二等奖,高速公路智能护栏的系统设计与实现,同济大学,C,2015,10,华南理工大学,广东广州,和谐交通
二等奖,三维虚拟环境下公路智能交互选线及仿真评价系统,昆明理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
二等奖,具有避让列车功能的全自动铁路轨道检测机器人,华东交通大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,公路声屏障优化设计,贵州大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,可见光光催化吃“烟”路面,上海海事大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于高速公路动态气幕研究的雾、霾三级净化系统设计,青岛理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于集料——沥青界面改性的沥青路面性能改善方法研究,华南理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,汽车开门危险性分级及分级预警系统,南京理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于液压阻尼器的速度敏感型减速带设计,哈尔滨工业大学（威海）,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,新型微气泡减阻船设计研究,重庆交通大学,C,2015,10,华南理工大学,广东广州,和谐交通
三等奖,抑尘减霾功能型道路铺装新材料,北京建筑大学,C,2015,10,华南理工大学,广东广州,和谐交通
优胜奖, 太阳能温差发电节能路灯,浙江农林大学暨阳学院,C,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,带操纵稳定性控制的遥控四轮转向模型车设计,山东理工大学,C,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,基于动力主动控制的电控山地果园轮式运输机,华南农业大学,C,2015,10,华南理工大学,广东广州,和谐交通
优胜奖, 一种可实现车客载运空间动态转换的新型列车车厢设计,扬州大学,C,2015,10,华南理工大学,广东广州,和谐交通
一等奖,主动交通组织方案研究——以陆家嘴CBD为例,同济大学,D,2015,10,华南理工大学,广东广州,和谐交通
一等奖,城市CBD地区交通组织设计优化—北京CBD公共自行车交通组织优化设计研究,北京工业大学,D,2015,10,华南理工大学,广东广州,和谐交通
二等奖,CBD地区信号交叉口行人过街交通行为督导系统,西南交通大学,D,2015,10,华南理工大学,广东广州,和谐交通
二等奖,兰州市CBD地区交通组织设计优化,兰州交通大学,D,2015,10,华南理工大学,广东广州,和谐交通
二等奖,城市自行车道路路段服务水平研究,北京建筑大学,D,2015,10,华南理工大学,广东广州,和谐交通
二等奖,关于行人快速路的设计与研究,扬州大学,D,2015,10,华南理工大学,广东广州,和谐交通
二等奖,基于UC-win/Road的不同路况下手机使用对驾驶员行为影响的研究,上海交通大学,D,2015,10,华南理工大学,广东广州,和谐交通
二等奖,城市CBD地区交通标线优化设计,东南大学,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,汉口王家墩CBD地铁枢纽与地上公交衔接方案设计,武汉理工大学,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于EMBEV模型和Paramics仿真模型的城市道路优化设计,北京航空航天大学,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,面向CBD的路口交通信息检测与发布系统,长安大学,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,广州市天河区CBD交通组织优化设计,华南理工大学,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,地铁开通后公交专用道限时方案优化研究——以大连市黄河路西安路至西南路路段为例,大连海事大学,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于重力感应的商业中心区步行街与城市干路交叉口的组织优化,河南城建学院,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,考虑能耗与排放的CBD交通组织优化,哈尔滨工业大学（威海）,D,2015,10,华南理工大学,广东广州,和谐交通
三等奖,基于自行车道左置的平面交叉口渠化设计,北方工业大学,D,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,淄博市核心区交通组织设计优化,山东理工大学,D,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,城市CBD地区无信号灯交叉口平面渠化设计,内蒙古农业大学,D,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,南昌CBD地区红绿灯的优化设计,华东交通大学,D,2015,10,华南理工大学,广东广州,和谐交通
优胜奖,中心城区路口交通设施杆件一体化规划设计研究,上海海事大学,D,2015,10,华南理工大学,广东广州,和谐交通
一等奖,降解交通车辆尾气污染的光催化材料效能测试装置,长沙理工大学,,2013,8,北京工业大学,北京,顺畅交通
一等奖,综合性铁路立体货场概念性规划设计,兰州交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
一等奖,航模辅助道路交通目标坐标轨迹提取技术及系统软硬件开发,东南大学 ,,2013,8,北京工业大学,北京,顺畅交通
一等奖,智能交警指挥手套,合肥工业大学,,2013,8,北京工业大学,北京,顺畅交通
一等奖,集装箱组合装车优化及偏载实时监控系统 ,西南交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
一等奖,音乐公路模拟试验与计算机仿真研究,重庆交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
一等奖,装配式公路钢桥预应力提载系统 ,中国人民解放军理工大学,,2013,8,北京工业大学,北京,顺畅交通
一等奖,基于手机软件的居民出行调查 ,同济大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,自动分离式防撞中央隔离栏设计 ,武汉理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,B2-公交车传递公共自行车系统的研究与设计 ,北京工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,非接触式电动车供电系统 ,中国民航大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,高铁—公路旅游客运衔接网络设计——以武广高铁湖南段为例 ,长沙理工大学,,2013,8,北京工业大学,北京,顺畅交通
二等奖,节能高效的平行式停车泊位施划方法研究 ,北京工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,城市轨道交通三维设计系统研究与开发 ,石家庄铁道大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,交通时空分布特性的多智能体仿真与错时通勤实施效果评估 ,东南大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,智能型调拨车道标线标志控制系统之可行性探讨 ,高雄第一科技大学,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于北斗的道路信息采集和发布系统 ,北京航空航天大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于无线视频传感器的路面裂缝信息感知技术研究 ,东南大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,冰雪条件下跟驰模型及仿真研究 ,哈尔滨工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,汽车智能撒沙防滑装置 ,东北林业大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,自然光与太阳能组合式隧道智能照明及其监控管理系统 ,北京交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于新型绿色高端的两轮自平衡电动车的设计,德州学院 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于车联网电子车牌技术（RFID）的城市交通监控服务系统 ,西南交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于LTE技术的新能源公交远程实时车况监控系统研究 ,长安大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,出租车合乘智能调度的研究及系统开发 ,北京交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,智慧城市“交通云”服务平台 ,西南交通大学,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于多传感器的路面平整度检测系统研发 ,同济大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,协助顺畅出行的多功能折叠自行车研制 ,中南大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于大型游戏引擎的道路工程地形图三维仿真及应用 ,大连理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于机动车音频信号的交通状态判别与车型识别系统——Sound Road,中山大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,路面柔性减速带装置的设计与应用 ,中国人民解放军理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
二等奖,基于车路协同的安全自动车辆驾驶系统 ,南通大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,车辆载重实时监测与监控系统 ,青岛理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,道面云端管理系统设计开发与应用研究 ,中国民航大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于法契纳效应的高速公路限速方法的研究 ,武汉理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,酒驾车辆自主提醒系统设计与实现 ,北方工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于九宫格的抽式自动停车系统设计 ,武汉科技大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于移动终端的信号控制监测与评价系统 ,北京工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,太阳能藏汉双语停车诱导系统 ,西藏大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于GIS的飞机进出港动态显示系统 ,中国民航大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于GPS数据的出租车乘客时空出行特性 ,哈尔滨工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,汽车玻璃振碎装置,浙江农林大学天目学院 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于监测信息的LED可变信息情报板节能控制优化 ,哈尔滨工业大学（威海） ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,城市公交客流信息管理与应用系统 ,吉林大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,面向保险车联网的车载信息终端研制及数据分析模型开发 ,合肥工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于手机Android系统的交通调查平台设计与开发 ,桂林电子科技大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,环保型融冰雪路面系统实现及负荷能力设计 ,合肥工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,车路协同环境下的交通信号协调控制技术 ,哈尔滨工业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于通视距离监测的高速公路团雾预警装置 ,重庆交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于VISSIM仿真实验的平面信号交叉口直行待行区设置研究 ,山东理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于协同运输理论的跨界运输车设计 ,长安大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,快速路面铺装设计 ,清华大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于主动信息发布的城市道路积水预警系统 ,长安大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,交叉口群混合交通流优化及仿真 ,北京交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于多孔隙沥青的道路除冰技术探究 ,河南理工大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于PC-CRASH的公路避险车道安全性评价仿真建模 ,西华大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,同一列车不同席位分段拼接售票策略 ,中南大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,长途客车超员报警系统 ,大连交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于仿真模拟的大跨度桥梁交通风险评估 ,上海交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,交通信号灯智能清洗系统 ,南京林业大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于移动终端的出租车智能呼叫平台 ,中南大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于手机终端的交通数据实时采集与分析系统 ,大连交通大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于公交车辆到达顺序检测的公交停靠站设计 ,华中科技大学 ,,2013,8,北京工业大学,北京,顺畅交通
三等奖,基于潮汐交通的多功能车道研究,华中科技大学 ,,2013,8,北京工业大学,北京,顺畅交通
一等奖,Open-LIO交通信号控制教学实验系统,北京工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,基于实时状态感知的公交干线交叉口绿波协同控制模型及系统开发,东南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,道路危险品运输实时监控及应急救援系统开发,西南交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,基于Solidworks的多用途概念货车设计,兰州交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,大连市出租车合乘收费模式的研究,大连交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,事故多发路段行车安全隐患检测与警示系统,中南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,适用于交通调查的数码影像设备自动升降机构,大连理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
一等奖,城市交通控制“硬件在环”仿真设计与实现,同济大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,面向计算机视觉的交通语言设计与检测,华南理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,面向短期停车需求的可移动式立体停车设施设计,东南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于地铁隧道消防设备的绿色活塞风能利用系统,清华大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,机场跑道助航灯风声发电装置,华南农业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,新型浮式组合跨海大桥,武汉理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于安全感知范围的自行车运动建模与仿真,北京理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于可视化模拟的危险区绕飞及航迹优化处理,中国民航大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,汽车智能型油门防误踩装置 ,东北林业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,骑行如飞——空中慢行廊道设计,北京工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,公交出行方案综合评价系统,北京理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,吊轨式立体停车成套系统的设计,清华大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,单旋翼飞行器导流控制 北京航空航天大学 二等奖,北京航空大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,汽车起步盲点区域红外探测警报系统 吉林大学 二等奖,吉林大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,高速公路汽车智能限速系统 中南大学 二等奖,中南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于GPS的列车接近预警系统 西南交通大学 二等奖,西南交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,初残冬特殊路段结冰积雪预警与自融技术研究,同济大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,汽车电气火灾断电保护系统,吉林大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,逻辑电路在客运公交车中的安全运用,河海大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于GPS定位的多模式交通方式组合判定技术,大连交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,超轻木质集料混合料,长安大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于GPS的公交车到站时间实时预测技术和面向手机平台的发布系统,大连交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于模糊控制和神经网络算法的单路**通信号控制系统,天津大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,基于客流分析的轨道交通运行方案编制与评估系统,北京交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
二等奖,公路LED信息板“黑洞效应”解决方案研究,同济大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于Google Earth的三维铁路选线方法研究,石家庄铁道大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,铁路列车运行防追尾控制系统的仿真与实现,北方工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,新型硬轮自行车、电动车研发,上海海事大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,北京市轨道交通站点停车换乘满意度研究——以天通苑北站为例,北京建筑工程学院,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,城市出租车系统综合完备度指数（TSGI）研究及基于GIS平台实现 ,上海交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于Zigbee技术的高速公路防追尾装置,天津大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,城市公交信息综合服务系统,清华大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于移动设备的居民出行调查辅助系统设计,南京林业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,出租车自主呼叫系统,南京理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于GPS/GSM的园区牵引导盲车的开发研究,河南理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于脚步发电的发光斑马线设备原型研究,长沙理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,道路试验驾驶机器人原型系统开发,北京航空航天大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,复杂立交及其衔接段指路标志设计  ,华南理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,校车超载和儿童遗漏的车载智能防护系统设计,中南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于蓝牙通信的公交车信息发布系统设计与实现,北京交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,眼动仪在改善干线公路指路标志中的应用研究 ,河北工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,道路交通噪声查询与发布系统,中山大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于智能认知的交通场景模型及信息实时提取,东南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,双能路灯控制系统设计 ,南京农业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于感知悬架载荷的车辆防侧翻控制策略研究,重庆交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于驾驶模拟实验的线性诱导标效用评价,北京工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,集料颗粒形状的定量化描述研究 ,东南大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于视频的交通标志捕获识别与驾驶提醒系统,桂林电子科技大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,水泥混凝土内部相对湿度测量系统的研发及室内试验验证,哈尔滨工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,交叉路口车路协调信号同步系统,武汉理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于FRID和无线视频传输技术的司机主动参与的无人道口监控系统,中国矿业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,铁路隧道风能及噪声综合发电装置,山东科技大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,智能型道路通行指示的调频语音装置,华中农业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于物联网的智能停车系统,华中科技大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,发射式运输方式构想与设计,淮阴工学院,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,地铁车站客流集散的可视化微观仿真与评价,深圳大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
三等奖,基于单片机的控制客车超载智能系统,东北林业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,制止车辆二次碾压的智能控制系统,合肥工业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,缩短乘客上下地铁时间优化设计,河海大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,电动汽车充电站站点布置及内部结构设计,武汉科技大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,货物运输在途装载状态检测及预警系统,兰州交通大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,基于启发式算法校车运营管理的整合方案研究,华南理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,交叉口大型车转弯的行人保护设计,河海大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,基于“三省”理念的新型十字路口全互通式立体交叉设计 ,上海海事大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,新型人性化公交站台系统设计 ,南京林业大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,汽车怠速一氧化碳中毒预防控制系统 ,吉林大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,平原地区农村道路事故多发点的典型路段设计,中国人民**大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,滚轴式波形护栏初步设计与研究,新疆大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,一种信号交叉口的自适应优化控制方法—基于车路协同系统的神经计算与模糊决策技术 ,北京航空航天大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,城市中心商务区电动车出行诱导系统设计,福州大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,公交物流配送系统的研究与应用,大连理工大学,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
优秀奖,儿童出行行为特征及其交通政策影响研究,北京建筑工程学院,,2012,7,东南大学,江苏南京,智慧交通，绿色交通
,基于车路协同的高速/快速路合流区行车安全控制与系统实现,北京航空航天大学,,2011,6,长安大学,陕西西安,
,基于碳足迹测度模型的TransCAD二次开发,东南大学,,2011,6,长安大学,陕西西安,
,基于主动安全的便携式车辆感应系统,长安大学,,2011,6,长安大学,陕西西安,
,一种压电式路面能量收集系统的研究,同济大学,,2011,6,长安大学,陕西西安,
,基于3G手机GPS功能的公交行程时间采集方法研究  ,同济大学,,2011,6,长安大学,陕西西安,
,面向T形交叉口的公交优先控制策略及软件在环仿真实现,大连理工大学,,2011,6,长安大学,陕西西安,
,踩压点阵式人数检测装置的研发与应用,中山大学,,2011,6,长安大学,陕西西安,
,基于Google-CAD测量法的世界级CBD绿色交通比较研究,北京工业大学,,2011,6,长安大学,陕西西安,
,路用掺废旧橡胶微粒的弹性水泥基复合材料,河南理工大学,,2011,6,长安大学,陕西西安,
,基于车辆轨迹信息的线控协调,长沙理工大学,,2011,6,长安大学,陕西西安,
,基于车票识别的铁路客运站旅客引导系统,西南交通大学,,2011,6,长安大学,陕西西安,
,智能公交车运行及车内拥挤信息实时传递系统研究与实现,长安大学,,2011,6,长安大学,陕西西安,
,基于“一路少线”双向回路式公交线路系统研究与应用,华中科技大学,,2011,6,长安大学,陕西西安,
,广州快速公交站台性能分析,华南理工大学,,2011,6,长安大学,陕西西安,
,非机动车安全行为特性分析及改善,北京理工大学,,2011,6,长安大学,陕西西安,
,基于多路公交优先请求的群交叉口协调控制方法研究,合肥工业大学,,2011,6,长安大学,陕西西安,
,基于手机平台的通用化交通调查软件的研究及开发,武汉理工大学,,2011,6,长安大学,陕西西安,
,弯曲桥梁偏心杆组合式抗震吸能桥墩,武汉理工大学,,2011,6,长安大学,陕西西安,
,扑旋翼微型飞行器原理与样机验证,北京航空航天大学,,2011,6,长安大学,陕西西安,
,基于视觉原理的主动式交通安全设施设计与研究,华中科技大学,,2011,6,长安大学,陕西西安,
,无能源消耗的智能型高速公路收费站门禁装置,华中农业大学,,2011,6,长安大学,陕西西安,
,面向老龄驾驶员的危机识别及报警系统,中南大学,,2011,6,长安大学,陕西西安,
,基于实景交换和自动侦测技术的盘山公路转角预视系统,武汉科技大学,,2011,6,长安大学,陕西西安,
,增强型城市信号交叉口动态控制优化学习系统,北京工业大学,,2011,6,长安大学,陕西西安,
,基于运行速度进行线形质量检验的动态透视方法,大连理工大学,,2011,6,长安大学,陕西西安,
,波形钢腹板预应力混凝土（PC）箱梁受力性能研究,兰州交通大学,,2011,6,长安大学,陕西西安,
,基于Google Earth数字地球平台的三维校园建设实验研究,长沙理工大学,,2011,6,长安大学,陕西西安,
,基于交通安全的高速公路智能化异常信号感应及无线反馈系统的设计与实现,东南大学,,2011,6,长安大学,陕西西安,
,基于车联网的高速公路主动防撞系统,合肥工业大学,,2011,6,长安大学,陕西西安,
,汽车尾气温差发电装置,吉林大学,,2011,6,长安大学,陕西西安,
